Sample_ID,Material,Cross_Section_Type,Beam_Length_m,Thickness_m,Factor_of_Safety,Moment_of_Inertia_m4,Cross_Sec_Area_m2,y_max_m,Young_Modulus_GPa,Yield_Strength_MPa,Sigma_Allow_MPa,P_Bending_kN,P_Shear_kN,P_Deflection_kN,Max_Load_kN,Governing_Criterion,Slenderness_Ratio,Max_Deflection_mm,Bending_Stress_MPa,Stress_Utilization_pct
979,Composite,Rectangular,5.755,0.183,3,0.000318029,0.05044036,0.137532,150,600,200,321.468,6725.381,230.488,242.144,Deflection,31.38,19.182,143.397,23.9
980,Composite,Rectangular,8.238,0.233,2,0.000835666,0.08176383,0.175104,150,600,300,695.173,16352.766,295.525,298.554,Deflection,35.28,27.4602,127.533,21.26
981,Composite,Rectangular,3.02,0.066,3.5,5.21E-06,0.00645557,0.049202,150,600,171.429,24.038,737.78,13.706,14.15,Deflection,46.04,10.0675,97.744,16.29
982,Composite,Rectangular,6.437,0.489,3,0.016109816,0.35899656,0.366911,150,600,200,5456.474,47866.207,9330.103,5000,Bending,13.16,12.5491,200,33.33
983,Composite,Rectangular,17.95,0.453,3,0.01184997,0.30789569,0.339795,150,600,200,1554.305,41052.759,882.717,905.555,Deflection,39.62,59.8318,113.583,18.93
984,Composite,Rectangular,16.229,0.113,3,4.67E-05,0.01932284,0.085124,150,600,200,27.026,2576.378,4.253,4.296,Deflection,142.99,54.0979,31.47,5.25
985,Composite,Rectangular,3.901,0.07,2.5,6.90E-06,0.00743056,0.052787,150,600,240,32.178,1188.89,10.887,11.344,Deflection,55.42,13.0022,81.197,13.53
986,Composite,Rectangular,6.872,0.087,2,1.58E-05,0.01123722,0.064915,150,600,300,42.463,2247.444,8.023,7.748,Deflection,79.39,22.9053,56.681,9.45
987,Composite,Rectangular,10.002,0.277,3,0.001657694,0.11515879,0.207809,150,600,200,638.064,15354.506,397.726,408.381,Deflection,36.1,33.3384,124.667,20.78
988,Composite,Rectangular,17.59,0.18,3.5,0.000296874,0.0487339,0.135186,150,600,171.429,85.61,5569.588,23.028,24.292,Deflection,97.59,58.6328,46.113,7.69
989,Composite,Rectangular,15.824,0.245,2,0.00102102,0.09037789,0.184097,150,600,300,420.581,18075.577,97.861,92.47,Deflection,64.47,52.747,69.804,11.63
990,Composite,Rectangular,12.156,0.433,3.5,0.009864501,0.28091993,0.324569,150,600,171.429,1714.409,32105.135,1602.111,1564.406,Deflection,28.09,40.5206,160.2,26.7
991,Composite,Rectangular,9.733,0.176,2.5,0.000266944,0.04621203,0.131642,150,600,240,200.006,7393.925,67.627,70.608,Deflection,55.45,32.444,81.15,13.52
992,Composite,Rectangular,2.292,0.418,1.5,0.008608438,0.26242618,0.313703,150,600,400,19159.534,69980.316,39341.893,5000,Bending,5.48,3.72,400,66.67
993,Composite,Rectangular,18.018,0.496,1.5,0.01707501,0.36959448,0.372287,150,600,400,4072.728,98558.527,1262.228,1306.805,Deflection,36.3,60.0615,123.969,20.66
994,Composite,Rectangular,16.246,0.321,3,0.002990306,0.15466882,0.240834,150,600,200,611.41,20622.509,271.904,277.103,Deflection,50.59,54.1545,88.943,14.82
995,Composite,Rectangular,3.851,0.107,2,3.64E-05,0.01707088,0.08001,150,600,300,141.862,3414.176,58.945,60.537,Deflection,36.1,12.8372,124.653,20.78
996,Composite,Rectangular,7.838,0.354,1.5,0.004437661,0.18841785,0.265813,150,600,400,3407.973,50244.759,1733.655,1757.123,Deflection,22.11,26.1264,203.482,33.91
997,Composite,Rectangular,18.991,0.395,2,0.006820597,0.23359105,0.295967,150,600,300,1456.192,46718.21,453.891,430.464,Deflection,48.12,63.3024,93.509,15.58
998,Composite,Rectangular,6.967,0.396,3.5,0.006906627,0.23505961,0.296896,150,600,171.429,2289.724,26863.955,3415.344,2415.271,Bending,17.6,15.5686,171.429,28.57
999,Composite,Rectangular,10.353,0.474,1.5,0.014242629,0.33755152,0.355783,150,600,400,6186.569,90013.739,3188.983,3320.101,Deflection,21.82,34.5107,206.187,34.36
1000,Composite,Rectangular,5.937,0.077,3.5,9.87E-06,0.00888761,0.057731,150,600,171.429,19.754,1015.727,6.723,6.863,Deflection,77.13,19.7895,58.345,9.72
1001,Composite,Circular,12.908,0.432,2.5,0.001713616,0.14674444,0.216125,150,600,240,589.687,23479.111,246.837,249.556,Deflection,29.86,43.0265,100.462,16.74
1002,Composite,Circular,9.405,0.107,2,6.40E-06,0.00897084,0.053437,150,600,300,15.291,1794.168,1.738,1.673,Deflection,88,31.3491,34.091,5.68
1003,Composite,Circular,2.246,0.087,2,2.78E-06,0.0059064,0.04336,150,600,300,34.203,1181.279,13.204,13.18,Deflection,25.9,7.4876,115.817,19.3
1004,Composite,Circular,15.994,0.353,3,0.000760312,0.0977464,0.176391,150,600,200,215.598,13032.853,71.331,73.961,Deflection,45.34,53.314,66.17,11.03
1005,Composite,Circular,5.144,0.183,1.5,5.53E-05,0.02635092,0.091585,150,600,400,187.675,7026.912,50.125,50.402,Deflection,28.08,17.1455,106.832,17.81
1006,Composite,Circular,12.151,0.275,2,0.00028125,0.05944989,0.137563,150,600,300,201.919,11889.978,45.721,47.007,Deflection,44.16,40.5018,67.929,11.32
1007,Composite,Circular,11.841,0.428,2,0.001645951,0.14381803,0.21396,150,600,300,779.642,28763.606,281.764,280.303,Deflection,27.67,39.4684,108.421,18.07
1008,Composite,Circular,4.579,0.372,3,0.00093623,0.10846663,0.185812,150,600,200,880.283,14462.218,1071.618,900.668,Bending,12.32,12.5383,200,33.33
1009,Composite,Circular,15.083,0.403,3.5,0.001296644,0.1276484,0.201573,150,600,171.429,292.443,14588.388,136.789,137.246,Deflection,37.41,50.277,80.185,13.36
1010,Composite,Circular,14.174,0.356,2,0.000786981,0.09944594,0.177917,150,600,300,374.472,19889.187,94.007,94.437,Deflection,39.83,47.2483,75.312,12.55
1011,Composite,Circular,12.462,0.164,3.5,3.56E-05,0.02115912,0.082068,150,600,171.429,23.888,2418.185,5.506,5.361,Deflection,75.92,41.5384,39.514,6.59
1012,Composite,Circular,13.913,0.335,3,0.000619486,0.0882309,0.167585,150,600,200,212.552,11764.121,76.807,75.166,Deflection,41.51,46.3767,72.271,12.05
1013,Composite,Circular,7.824,0.349,3.5,0.000730535,0.09581321,0.174638,150,600,171.429,366.642,10950.081,286.447,278.899,Deflection,22.4,26.0785,133.932,22.32
1014,Composite,Circular,3.7,0.424,3,0.00158922,0.14131781,0.212092,150,600,200,1620.327,18842.375,2786.761,1601.952,Bending,8.72,7.1702,200,33.33
1015,Composite,Circular,13.696,0.097,3,4.26E-06,0.0073207,0.048273,150,600,200,5.16,976.093,0.546,0.524,Deflection,141.86,45.6539,21.147,3.52
1016,Composite,Circular,7.378,0.451,3.5,0.002031563,0.15977913,0.22552,150,600,171.429,837.229,18260.472,895.681,860.401,Bending,16.36,22.9887,171.429,28.57
1017,Composite,Circular,14.818,0.21,2.5,9.63E-05,0.0347907,0.105234,150,600,240,59.296,5566.512,10.527,10.948,Deflection,70.41,49.3949,42.609,7.1
1018,Composite,Circular,8.913,0.35,3.5,0.000735108,0.09611264,0.17491,150,600,171.429,323.345,10984.301,222.094,223.604,Deflection,25.48,29.7092,117.748,19.62
1019,Composite,Circular,8.997,0.158,1.5,3.07E-05,0.0196401,0.079067,150,600,400,69.04,5237.36,9.101,8.93,Deflection,56.9,29.9902,52.729,8.79
1020,Composite,Circular,5.184,0.494,2.5,0.002930467,0.19189928,0.247151,150,600,240,2195.681,30703.884,2616.94,2176.707,Bending,10.49,14.4988,240,40
1021,Composite,Circular,11.574,0.443,2.5,0.001892727,0.15422292,0.221564,150,600,240,708.578,24675.668,339.122,338.202,Deflection,26.12,38.579,114.863,19.14
1022,Composite,Circular,7.76,0.264,1.5,0.000239919,0.05490826,0.132204,150,600,400,374.156,14642.202,95.609,98.412,Deflection,29.35,25.8683,102.213,17.04
1023,Composite,Circular,9.249,0.353,3.5,0.000758994,0.09766167,0.176314,150,600,171.429,319.165,11161.333,212.957,206.656,Deflection,26.23,30.8289,114.382,19.06
1024,Composite,Circular,15.293,0.35,3,0.00073643,0.09619901,0.174989,150,600,200,220.148,12826.535,75.57,78.786,Deflection,43.7,50.977,68.654,11.44
1025,Composite,Circular,14.482,0.365,1.5,0.000873877,0.1047925,0.182638,150,600,400,528.645,27944.666,100.007,99.035,Deflection,39.65,48.272,75.67,12.61
1026,Composite,Circular,19.904,0.092,2.5,3.46E-06,0.00659356,0.045813,150,600,240,3.642,1054.969,0.21,0.5,Deflection,217.24,66.3477,13.81,2.3
1027,Composite,Circular,5.36,0.062,3,7.05E-07,0.0029764,0.03078,150,600,200,3.419,396.854,0.589,0.626,Deflection,87.06,17.8651,34.459,5.74
1028,Composite,Circular,17.299,0.138,3,1.80E-05,0.01502452,0.069155,150,600,200,12.012,2003.269,1.441,1.397,Deflection,125.08,57.6642,23.986,4
1029,Composite,Circular,11.919,0.286,2.5,0.000326606,0.06406447,0.142802,150,600,240,184.215,10250.316,55.178,59.406,Deflection,41.73,39.7297,71.887,11.98
1030,Composite,Circular,11.745,0.089,2.5,3.04E-06,0.00618129,0.044357,150,600,240,5.603,989.006,0.529,0.519,Deflection,132.39,39.1491,22.661,3.78
1031,Composite,Circular,16.984,0.489,2.5,0.002805908,0.18777667,0.244481,150,600,240,648.741,30044.267,233.469,241.201,Deflection,34.73,56.6117,86.371,14.4
1032,Composite,Circular,2.748,0.274,3,0.000277317,0.05903278,0.137079,150,600,200,588.859,7871.037,881.092,597.254,Bending,10.02,6.1228,200,33.33
1033,Composite,Circular,7.54,0.326,1.5,0.000555355,0.08353917,0.163069,150,600,400,722.697,22277.113,234.452,234.723,Deflection,23.12,25.1329,129.765,21.63
1034,Composite,Circular,4.442,0.452,2.5,0.002051378,0.16055646,0.226068,150,600,240,1960.927,25689.034,2494.731,1985.116,Bending,9.83,11.6395,240,40
1035,Composite,Circular,18.339,0.498,3,0.003030206,0.19513762,0.249227,150,600,200,530.378,26018.349,216.232,219.494,Deflection,36.79,61.1308,81.539,13.59
1036,Composite,Circular,8.455,0.46,3.5,0.002199828,0.16626442,0.230051,150,600,171.429,775.504,19001.648,738.505,778.304,Deflection,18.38,28.184,163.25,27.21
1037,Composite,Circular,7.684,0.076,1.5,1.60E-06,0.00448843,0.037798,150,600,400,8.832,1196.915,0.652,0.642,Deflection,101.64,25.6131,29.515,4.92
1038,Composite,Circular,19.398,0.333,1.5,0.00060109,0.08691102,0.166327,150,600,400,298.087,23176.271,38.339,39.341,Deflection,58.31,64.6595,51.447,8.57
1039,Composite,Circular,14.17,0.188,3,6.17E-05,0.02783522,0.094129,150,600,200,36.981,3711.362,7.37,7.418,Deflection,75.27,47.233,39.857,6.64
1040,Composite,Circular,19.448,0.22,3.5,0.000115048,0.03802283,0.110014,150,600,171.429,36.873,4345.466,7.3,7.086,Deflection,88.39,64.826,33.941,5.66
1041,Composite,I-Beam,8.107,0.278,2.5,1.00E-10,0.04086311,0.277669,150,600,240,0,6538.098,0,0.5,Deflection,29.2,27.025,205.491,34.25
1042,Composite,I-Beam,9.213,0.102,1.5,1.00E-10,0.00549422,0.101816,150,600,400,0,1465.125,0,0.5,Deflection,90.48,30.7089,66.31,11.05
1043,Composite,I-Beam,9.467,0.224,3.5,1.00E-10,0.02665826,0.224273,150,600,171.429,0,3046.658,0,0.5,Deflection,42.21,31.5562,142.142,23.69
1044,Composite,I-Beam,3.106,0.416,2,1.00E-10,0.09179709,0.416176,150,600,300,0,18359.417,0,0.5,Bending,7.46,3.8635,300,50
1045,Composite,I-Beam,15.149,0.111,1.5,1.00E-10,0.00651954,0.11091,150,600,400,0,1738.544,0,0.5,Deflection,136.59,50.4962,43.928,7.32
1046,Composite,I-Beam,12.833,0.312,2.5,1.00E-10,0.05152008,0.311781,150,600,240,0,8243.213,0,0.5,Deflection,41.16,42.7751,145.777,24.3
1047,Composite,I-Beam,8.086,0.107,3.5,1.00E-10,0.006076,0.107071,150,600,171.429,0,694.4,0,0.5,Deflection,75.52,26.9517,79.454,13.24
1048,Composite,I-Beam,13.159,0.364,3,1.00E-10,0.07029594,0.364189,150,600,200,0,9372.791,0,0.5,Deflection,36.13,43.8648,166.051,27.68
1049,Composite,I-Beam,11.943,0.318,1.5,1.00E-10,0.05354631,0.317853,150,600,400,0,14279.016,0,0.5,Deflection,37.57,39.8086,159.691,26.62
1050,Composite,I-Beam,11.539,0.355,1.5,1.00E-10,0.06689728,0.355276,150,600,400,0,17839.275,0,0.5,Deflection,32.48,38.4649,184.728,30.79
1051,Composite,I-Beam,9.134,0.183,2.5,1.00E-10,0.01781647,0.183347,150,600,240,0,2850.635,0,0.5,Deflection,49.82,30.4454,120.443,20.07
1052,Composite,I-Beam,12.722,0.086,2,1.00E-10,0.00394517,0.086277,150,600,300,0,789.033,0,0.5,Deflection,147.46,42.4075,40.69,6.78
1053,Composite,I-Beam,10.458,0.276,2.5,1.00E-10,0.04040866,0.276121,150,600,240,0,6465.385,0,0.5,Deflection,37.88,34.8616,158.41,26.4
1054,Composite,I-Beam,5.514,0.355,2,1.00E-10,0.06691411,0.355321,150,600,300,0,13382.821,0,0.5,Bending,15.52,14.259,300,50
1055,Composite,I-Beam,19.779,0.197,3,1.00E-10,0.02047661,0.196558,150,600,200,0,2730.214,0,0.5,Deflection,100.63,65.9316,59.625,9.94
1056,Composite,I-Beam,11.293,0.311,3.5,1.00E-10,0.05135789,0.31129,150,600,171.429,0,5869.473,0,0.5,Deflection,36.28,37.6437,165.388,27.56
1057,Composite,I-Beam,2.189,0.453,2,1.00E-10,0.10865486,0.452779,150,600,300,0,21730.972,0.001,0.5,Bending,4.83,1.7636,300,50
1058,Composite,I-Beam,9.917,0.34,3.5,1.00E-10,0.0611889,0.33978,150,600,171.429,0,6993.018,0,0.5,Bending,29.19,27.5682,171.429,28.57
1059,Composite,I-Beam,4.096,0.107,2.5,1.00E-10,0.00608991,0.107193,150,600,240,0,974.386,0,0.5,Deflection,38.21,13.6542,157.011,26.17
1060,Composite,I-Beam,18.3,0.426,2,1.00E-10,0.09614509,0.425918,150,600,300,0,19229.018,0,0.5,Deflection,42.97,60.999,139.647,23.27
1061,Composite,I-Beam,9.941,0.14,3,1.00E-10,0.01034874,0.139735,150,600,200,0,1379.832,0,0.5,Deflection,71.14,33.1357,84.341,14.06
1062,Composite,I-Beam,11.984,0.422,2,1.00E-10,0.09423676,0.42167,150,600,300,0,18847.351,0,0.5,Deflection,28.42,39.9479,211.11,35.18
1063,Composite,I-Beam,16.119,0.319,2.5,1.00E-10,0.05405288,0.319353,150,600,240,0,8648.46,0,0.5,Deflection,50.47,53.731,118.871,19.81
1064,Composite,I-Beam,12.892,0.149,1.5,1.00E-10,0.01180121,0.149219,150,600,400,0,3146.99,0,0.5,Deflection,86.39,42.972,69.45,11.57
1065,Composite,I-Beam,12.289,0.133,3.5,1.00E-10,0.00940018,0.133177,150,600,171.429,0,1074.306,0,0.5,Deflection,92.28,40.9631,65.023,10.84
1066,Composite,I-Beam,11.421,0.152,2,1.00E-10,0.0122528,0.152048,150,600,300,0,2450.561,0,0.5,Deflection,75.12,38.0707,79.876,13.31
1067,Composite,I-Beam,3.442,0.249,2.5,1.00E-10,0.0328144,0.248825,150,600,240,0,5250.304,0,0.5,Bending,13.83,6.3481,240,40
1068,Composite,I-Beam,8.961,0.073,3.5,1.00E-10,0.00282573,0.073018,150,600,171.429,0,322.941,0,0.5,Deflection,122.72,29.8691,48.892,8.15
1069,Composite,I-Beam,19.143,0.448,2,1.00E-10,0.10618521,0.447604,150,600,300,0,21237.042,0,0.5,Deflection,42.77,63.8116,140.289,23.38
1070,Composite,I-Beam,3.117,0.082,3.5,1.00E-10,0.00356546,0.08202,150,600,171.429,0,407.482,0,0.5,Deflection,38,10.3892,157.896,26.32
1071,Composite,I-Beam,19.902,0.141,3.5,1.00E-10,0.01051136,0.140829,150,600,171.429,0,1201.298,0,0.5,Deflection,141.32,66.3416,42.456,7.08
1072,Composite,I-Beam,18.25,0.286,3,1.00E-10,0.04341405,0.286205,150,600,200,0,5788.54,0,0.5,Deflection,63.76,60.8325,94.096,15.68
1073,Composite,I-Beam,2.821,0.476,1.5,1.00E-10,0.11992735,0.475687,150,600,400,0,31980.628,0,0.5,Bending,5.93,3.7165,400,66.67
1074,Composite,I-Beam,8.447,0.495,3.5,1.00E-10,0.13000884,0.495277,150,600,171.429,0,14858.153,0,0.5,Bending,17.05,13.7188,171.429,28.57
1075,Composite,I-Beam,19.082,0.114,3.5,1.00E-10,0.00690607,0.11415,150,600,171.429,0,789.265,0,0.5,Deflection,167.16,63.6055,35.893,5.98
1076,Composite,I-Beam,14.103,0.126,3,1.00E-10,0.00847351,0.126443,150,600,200,0,1129.801,0,0.5,Deflection,111.54,47.0101,53.794,8.97
1077,Composite,I-Beam,13.553,0.235,1.5,1.00E-10,0.02923313,0.234855,150,600,400,0,7795.502,0,0.5,Deflection,57.71,45.1758,103.974,17.33
1078,Composite,I-Beam,8.037,0.13,2,1.00E-10,0.00891392,0.129687,150,600,300,0,1782.785,0,0.5,Deflection,61.97,26.789,96.821,16.14
1079,Composite,I-Beam,2.746,0.486,3.5,1.00E-10,0.12493221,0.485511,150,600,171.429,0,14277.967,0,0.5,Bending,5.66,1.4788,171.429,28.57
1080,Composite,I-Beam,5.223,0.409,2,1.00E-10,0.08860749,0.408881,150,600,300,0,17721.497,0,0.5,Bending,12.77,11.1178,300,50
1081,Composite,T-Beam,12.579,0.101,3,1.51E-05,0.0063207,0.13013,150,600,200,7.376,842.76,2.289,2.277,Deflection,125.08,41.9285,62.072,10.35
1082,Composite,T-Beam,8.299,0.402,2.5,0.003857191,0.10104854,0.520307,150,600,240,857.558,16167.767,1344.136,848.382,Bending,20.64,17.6489,240,40
1083,Composite,T-Beam,7.849,0.359,3.5,0.002458769,0.08067767,0.464912,150,600,171.429,462.059,9220.305,957.951,455.103,Bending,21.85,12.619,171.429,28.57
1084,Composite,T-Beam,9.374,0.49,2.5,0.008520437,0.1501846,0.634318,150,600,240,1375.612,24029.535,2327.088,1318.973,Bending,19.12,18.4711,240,40
1085,Composite,T-Beam,8.015,0.379,3,0.003041104,0.0897243,0.490286,150,600,200,619.075,11963.241,1136.017,604.747,Bending,21.16,14.5602,200,33.33
1086,Composite,T-Beam,11.394,0.081,1.5,6.22E-06,0.00405901,0.104281,150,600,400,8.381,1082.404,1.151,1.199,Deflection,141.38,37.9797,54.914,9.15
1087,Composite,T-Beam,19.23,0.451,2.5,0.006081208,0.12687889,0.583027,150,600,240,520.719,20300.623,394.696,418.005,Deflection,42.68,64.0985,181.916,30.32
1088,Composite,T-Beam,13.135,0.306,3,0.001291209,0.05846457,0.395768,150,600,200,198.708,7795.276,179.618,177.182,Deflection,42.95,43.7833,180.785,30.13
1089,Composite,T-Beam,14.158,0.228,3,0.000400163,0.03254715,0.295291,150,600,200,76.572,4339.62,47.911,48.642,Deflection,62.04,47.194,125.139,20.86
1090,Composite,T-Beam,9.813,0.107,1.5,1.96E-05,0.00721011,0.138984,150,600,400,23.038,1922.696,4.894,5.134,Deflection,91.36,32.7098,84.98,14.16
1091,Composite,T-Beam,5.75,0.21,2.5,0.000286692,0.02754877,0.271672,150,600,240,176.197,4407.804,208.133,180.085,Bending,27.39,16.2248,240,40
1092,Composite,T-Beam,18.896,0.207,1.5,0.000273209,0.02689316,0.26842,150,600,400,86.185,7171.51,18.364,19.278,Deflection,91.09,62.9866,85.231,14.21
1093,Composite,T-Beam,13.806,0.139,2.5,5.58E-05,0.01215679,0.180469,150,600,240,21.51,1945.086,7.029,6.735,Deflection,98.99,46.0209,78.429,13.07
1094,Composite,T-Beam,15.361,0.061,2,2.09E-06,0.00235159,0.079373,150,600,300,2.056,470.318,0.212,0.5,Deflection,250.42,51.203,31.003,5.17
1095,Composite,T-Beam,10.514,0.069,2.5,3.44E-06,0.0030182,0.089922,150,600,240,3.494,482.912,0.747,0.767,Deflection,151.31,35.0483,51.313,8.55
1096,Composite,T-Beam,12.213,0.408,2,0.004101376,0.10419797,0.528353,150,600,300,762.717,20839.594,659.923,638.594,Deflection,29.91,40.7101,259.568,43.26
1097,Composite,T-Beam,11.237,0.109,1.5,2.06E-05,0.00738848,0.140693,150,600,400,20.87,1970.262,3.919,3.873,Deflection,103.35,37.4572,75.122,12.52
1098,Composite,T-Beam,9.544,0.32,1.5,0.001541198,0.06387393,0.413672,150,600,400,624.599,17033.049,406.095,398.64,Deflection,29.85,31.8126,260.068,43.34
1099,Composite,T-Beam,5.29,0.194,1.5,0.00020717,0.02341841,0.25048,150,600,400,250.182,6244.909,177.707,167.897,Deflection,27.33,17.6317,284.124,47.35
1100,Composite,T-Beam,15.223,0.061,2,2.01E-06,0.00230856,0.078644,150,600,300,2.018,461.713,0.209,0.5,Deflection,250.48,50.7432,30.997,5.17
1101,Composite,T-Beam,18.947,0.128,2.5,4.02E-05,0.01031761,0.166259,150,600,240,12.255,1650.818,2.689,2.617,Deflection,147.46,63.1551,52.651,8.78
1102,Composite,T-Beam,4.257,0.164,1.5,0.000107073,0.01683579,0.212379,150,600,400,189.5,4489.543,141.818,147.682,Deflection,25.94,14.1892,299.353,49.89
1103,Composite,T-Beam,5.533,0.06,3,1.93E-06,0.00226157,0.077839,150,600,200,3.589,301.542,1.515,1.525,Deflection,91.99,18.4443,84.405,14.07
1104,Composite,T-Beam,7.689,0.332,2.5,0.0017957,0.06894637,0.429784,150,600,240,521.63,11031.419,728.887,506.313,Bending,23.15,18.3431,240,40
1105,Composite,T-Beam,13.01,0.183,1.5,0.000165804,0.02095039,0.236914,150,600,400,86.072,5586.772,23.511,22.615,Deflection,71.06,43.3655,109.264,18.21
1106,Composite,T-Beam,6.838,0.139,2,5.57E-05,0.01214349,0.180371,150,600,300,54.195,2428.699,28.589,28.836,Deflection,49.06,22.7945,158.258,26.38
1107,Composite,T-Beam,7.515,0.3,3.5,0.001192221,0.05617885,0.387954,150,600,171.429,280.39,6420.44,506.588,296.544,Bending,25.07,13.8657,171.429,28.57
1108,Composite,T-Beam,3.468,0.09,2,9.47E-06,0.00500693,0.115819,150,600,300,28.29,1001.387,18.894,18.201,Deflection,38.75,11.5612,200.359,33.39
1109,Composite,T-Beam,15.908,0.372,2,0.00281685,0.08635278,0.480986,150,600,300,441.769,17270.556,267.14,261.378,Deflection,42.8,53.0269,181.412,30.24
1110,Composite,T-Beam,16.614,0.056,1.5,1.48E-06,0.00197669,0.072772,150,600,400,1.953,527.118,0.128,0.5,Deflection,295.42,55.3786,26.282,4.38
1111,Composite,T-Beam,7.558,0.182,1.5,0.000162227,0.02072313,0.235625,150,600,400,145.743,5526.168,68.15,67.931,Deflection,41.51,25.1948,187.043,31.17
1112,Composite,T-Beam,12.163,0.348,2,0.002173179,0.07584766,0.450781,150,600,300,475.646,15169.531,352.575,363.146,Deflection,34.91,40.5421,222.377,37.06
1113,Composite,T-Beam,16.689,0.059,3.5,1.73E-06,0.00214077,0.075732,150,600,171.429,0.939,244.659,0.149,0.5,Deflection,285.17,55.6314,27.226,4.54
1114,Composite,T-Beam,17.836,0.072,1.5,4.00E-06,0.00325346,0.093361,150,600,400,3.842,867.59,0.302,0.5,Deflection,247.2,59.4518,31.407,5.23
1115,Composite,T-Beam,4.477,0.05,3.5,9.54E-07,0.00158875,0.065241,150,600,171.429,2.238,181.571,1.142,1.212,Deflection,88.8,14.9245,87.429,14.57
1116,Composite,T-Beam,6.303,0.391,3,0.003453052,0.0956084,0.506107,150,600,200,865.945,12747.787,2085.897,865.962,Bending,16.12,8.7224,200,33.33
1117,Composite,T-Beam,11.22,0.356,3,0.002375875,0.07930604,0.460943,150,600,200,367.518,10574.139,452.96,373.689,Bending,31.5,30.3449,200,33.33
1118,Composite,T-Beam,7.461,0.402,1.5,0.003847963,0.1009276,0.519995,150,600,400,1586.931,26914.026,1659.033,1595.86,Bending,18.57,23.789,400,66.67
1119,Composite,T-Beam,4.734,0.198,1.5,0.000226113,0.02446568,0.256019,150,600,400,298.503,6524.181,242.153,256.146,Deflection,23.93,15.7798,324.489,54.08
1120,Composite,T-Beam,15.07,0.215,2.5,0.00031608,0.02892628,0.278382,150,600,240,72.329,4628.205,33.403,32.353,Deflection,70.05,50.2333,110.835,18.47
1121,Composite,Box,9.694,0.34,3.5,0.005737138,0.09063087,0.340348,150,600,171.429,1192.323,10357.814,1465.092,1174.389,Bending,28.48,26.2984,171.429,28.57
1122,Composite,Box,6.845,0.139,1.5,0.000161382,0.01520044,0.139384,150,600,400,270.641,4053.45,82.667,79.15,Deflection,49.11,22.8164,122.179,20.36
1123,Composite,Box,8.664,0.388,2.5,0.00969763,0.11783148,0.388076,150,600,240,2768.81,18853.037,3100.43,2740.641,Bending,22.33,25.7915,240,40
1124,Composite,Box,19.213,0.22,2.5,0.000992598,0.03769774,0.219504,150,600,240,225.944,6031.638,64.533,65.25,Deflection,87.53,64.0442,68.548,11.42
1125,Composite,Box,16.183,0.456,2.5,0.018561703,0.1630187,0.456462,150,600,240,2412.2,26082.992,1700.929,1659.545,Deflection,35.45,53.9449,169.233,28.21
1126,Composite,Box,16.559,0.444,3.5,0.016611725,0.15421829,0.44397,150,600,171.429,1549.436,17624.947,1454,1405.405,Deflection,37.3,55.1962,160.87,26.81
1127,Composite,Box,17.457,0.436,2,0.015415793,0.14856327,0.435754,150,600,300,2431.907,29712.654,1214.114,1230.022,Deflection,40.06,58.1886,149.773,24.96
1128,Composite,Box,3.755,0.434,1.5,0.015168832,0.14736848,0.433998,150,600,400,14892.181,39298.26,25817.339,5000,Bending,8.65,7.2202,400,66.67
1129,Composite,Box,2.968,0.351,2.5,0.00650536,0.09650819,0.351211,150,600,240,5991.36,15441.311,17724.89,5000,Bending,8.45,3.344,240,40
1130,Composite,Box,7.617,0.411,3.5,0.012209517,0.1322141,0.411078,150,600,171.429,2673.773,15110.183,5050.384,2676.108,Bending,18.53,13.4422,171.429,28.57
1131,Composite,Box,4.471,0.479,3.5,0.022428343,0.17919551,0.478574,150,600,171.429,7187,20479.486,26922.865,5000,Bending,9.34,3.9788,171.429,28.57
1132,Composite,Box,18.984,0.442,2.5,0.016328197,0.15289653,0.442063,150,600,240,1867.797,24463.445,1087.323,1111.981,Deflection,42.94,63.2811,139.714,23.29
1133,Composite,Box,16.458,0.494,3.5,0.025453328,0.19089775,0.493953,150,600,171.429,2146.911,21816.885,2255.174,2201.369,Bending,33.32,52.2276,171.429,28.57
1134,Composite,Box,6.542,0.443,3.5,0.016447633,0.15345471,0.442869,150,600,171.429,3892.984,17537.681,9224.398,4027.434,Bending,14.77,9.2026,171.429,28.57
1135,Composite,Box,2.965,0.373,2.5,0.00826381,0.10877239,0.372859,150,600,240,7174.96,17403.583,22553.674,5000,Bending,7.95,3.1446,240,40
1136,Composite,Box,5.502,0.419,2,0.013209506,0.13752188,0.419248,150,600,300,6872.344,27504.376,10474.057,5000,Bending,13.12,12.0326,300,50
1137,Composite,Box,11.88,0.135,3,0.000142598,0.01428843,0.135138,150,600,200,71.055,1905.124,24.247,22.982,Deflection,87.91,39.6012,68.249,11.37
1138,Composite,Box,10.59,0.407,2.5,0.011718149,0.12952632,0.406878,150,600,240,2610.875,20724.211,2507.905,2560.917,Deflection,26.03,35.2987,230.535,38.42
1139,Composite,Box,14.769,0.097,3,3.85E-05,0.00742711,0.097431,150,600,200,21.42,990.281,4.239,4.475,Deflection,151.58,49.23,39.582,6.6
1140,Composite,Box,18.599,0.114,3,7.20E-05,0.01014978,0.113897,150,600,200,27.173,1353.304,4.992,4.95,Deflection,163.3,61.9982,36.742,6.12
1141,Composite,Box,15.057,0.101,2,4.39E-05,0.00792852,0.100666,150,600,300,34.761,1585.703,4.648,4.498,Deflection,149.57,50.189,40.115,6.69
